1,0.564952
2,0.564952
3,0.549841
4,0.54878
5,0.542683
6,0.537646
7,0.528897
8,0.490191
9,0.468982
10,0.448568
11,0.439024
12,0.422057
13,0.398727
14,0.377253
15,0.360021
16,0.339608
17,0.312566
18,0.293743
19,0.275716
20,0.261665
21,0.247614
22,0.238865
23,0.235684
24,0.231442
25,0.223754
26,0.217391
27,0.213945
28,0.213415
29,0.214475
30,0.213415
